SPECID,COMMENT_FLAG,COMMENT
G12_Y1_EN1_359,16,Aa                                    
G12_Y1_ES1_201,16,QSO                                   
G12_Y1_ES2_113,16,Aae                                   
G12_Y1_ES2_362,16,Aa                                    
G12_Y1_EX1_071,16,qso                                   
G12_Y1_EX1_071,16,Ae                                    
G12_Y1_EX1_134,16,qso?                                  
G12_Y1_EX1_165,16,qso?                                  
G12_Y1_EX1_261,16,Aa                                    
G12_Y1_EX2_223,16,Aa                                    
G12_Y1_FN1_020,16,Aa                                    
G12_Y1_FN1_022,16,Ae                                    
G12_Y1_FS1_274,16,Aae                                   
G12_Y1_FS1_397,16,Aa                                    
G12_Y1_FT_210,16,Aa                                    
G12_Y1_FT_366,16,Aae                                   
G12_Y1_FX1_159,16,Aae                                   
G12_Y1_FX1_187,16,Aa                                    
G12_Y1_FX1_343,16,Ae                                    
G12_Y1_FX2_177,16,qso                                   
G12_Y1_FX2_327,16,Aa                                    
G12_Y1_GD1_066,16,"Ae      asymetric OIII"              
G12_Y1_GN1_084,16,QSO                                   
G12_Y1_GN1_331,16,Aa                                    
G12_Y1_GN1_363,16,Aa                                    
G12_Y1_GND1_119,16,Aa                                    
G12_Y1_GS1_110,16,Aa                                    
G12_Y1_GS2_209,16,Ae                                    
G12_Y1_GS2_301,16,Aae                                   
G12_Y1_HND1_176,16,Aa                                    
G12_Y1_HND1_358,16,Aa                                    
G12_Y1_HS1_085,16,Aa                                    
G12_Y1_HS1_199,16,Aa                                    
G12_Y1_HS2_171,16,Aa                                    
G12_Y1_HS2_249,16,Aa                                    
G12_Y1_IN1_022,16,Ae                                    
G12_Y1_IN1_225,16,Aa                                    
G12_Y1_IN1_362,16,Aa                                    
G12_Y1_IND1_371,16,Aa                                    
G12_Y1_IS1_217,16,Aa                                    
G12_Y1_IS2_042,16,Aa                                    
G12_Y1_IS2_153,16,"Unusual Very broad balmer"           
G12_Y1_IS2_355,16,"Unusual broad Ha?"                   
G12_Y1_ND2_301,16,Aa                                    
G12_Y1_ND3_017,16,Aa                                    
G12_Y1_ND3_084,16,Aa                                    
G12_Y1_ND3_295,16,Aa                                    
G12_Y1_ND3_341,16,Aa                                    
G12_Y1_ND7_375,16,Aa                                    
G12_Y2_001_025,16,Aae                                   
G12_Y2_001_205,16,Aa                                    
G12_Y2_001_206,16,"AeB     all em look double peaked"   
G12_Y2_002_047,16,Aa                                    
G12_Y2_002_381,16,Aa                                    
G12_Y2_003_153,16,Aae                                   
G12_Y2_004_022,16,"AGN? Hb (+NeV?) emission"            
G12_Y2_004_036,16,QSO                                   
G12_Y2_005_319,16,QSO                                   
G12_Y2_009_051,16,Aa                                    
G12_Y2_009_222,16,Aae                                   
G12_Y2_009_229,16,Aae                                   
G12_Y2_014_043,16,"very broad absorption lines"         
G12_Y2_014_049,16,QSO                                   
G12_Y2_014_146,16,QSO                                   
G12_Y2_015_381,16,Aa                                    
G12_Y2_016_343,16,"hiz agn nev"                         
G12_Y2_016_343,16,"AeB     broad Hb component?"         
G12_Y2_016_390,16,Aa                                    
G12_Y2_017_251,16,Ae                                    
G12_Y2_019_181,16,"hiz agn NeIII & NeV?"                
G12_Y2_019_334,16,"possible NeIII/V? AGN?"              
G12_Y2_022_285,16,Aae                                   
G12_Y2_025_086,16,Aae                                   
G12_Y2_025_093,16,"agn? neIII?"                         
G12_Y2_025_190,16,Aa                                    
G12_Y2_025_248,16,"broad Ha NeIII"                      
G12_Y2_025_326,16,"broad Ha"                            
G12_Y2_028_118,16,Aae                                   
G12_Y2_029_394,16,BLLAC?                                
G12_Y2_030_021,16,Ae                                    
G12_Y2_031_244,16,QSO                                   
G12_Y2_031_355,16,Ae                                    
G12_Y2_033_192,16,Ae                                    
G12_Y2_035_201,16,QSO?                                  
G12_Y2_036_098,16,Aa                                    
G12_Y2_042_117,16,Ae                                    
G12_Y3_001_018,16,Aae                                   
G12_Y3_003_279,16,agn                                   
G12_Y3_006_046,16,qso                                   
G12_Y3_008_228,16,Aa                                    
G12_Y3_009_119,16,Aa                                    
G12_Y3_011_054,16,Aa                                    
G12_Y3_015_380,16,Ae                                    
G12_Y3_017_084,16,"Aae     SF?"                         
G12_Y3_019_211,16,"broad line ro two sources?"          
G12_Y3_020_067,16,Ae                                    
G12_Y3_020_355,16,QSO                                   
G12_Y3_021_092,16,QSO                                   
G12_Y3_021_092,16,AeB                                   
G12_Y3_021_097,16,QSO                                   
G12_Y3_022_205,16,Aae                                   
G12_Y3_025_022,16,Ae                                    
G12_Y3_028_121,16,AGN                                   
G12_Y3_028_148,16,Ae                                    
G12_Y3_029_191,16,"broad em lines"                      
G12_Y3_029_206,16,Aa                                    
G12_Y3_030_326,16,QSO                                   
G12_Y3_030_326,16,QSO                                   
G12_Y3_031_022,16,"BL LAC??"                            
G12_Y3_031_351,16,"BLLac   BL LAC?"                     
G12_Y3_032_383,16,Aa                                    
G12_Y3_033_116,16,QSO                                   
G12_Y3_033_376,16,AGN                                   
G12_Y3_034_185,16,Aa                                    
G12_Y3_036_016,16,"BL LAC???"                           
G12_Y3_036_349,16,"BLLac   BL LAC?"                     
G12_Y3_037_177,16,Aa                                    
G12_Y3_038_197,16,QSO                                   
G12_Y3_039_377,16,QSO                                   
G12_Y3_040_113,16,Aa                                    
G12_Y3_040_234,16,QSO                                   
G12_Y3_042_066,16,Ae                                    
G12_Y3_042_352,16,"AeB     double peaked Hb?"           
G12_Y3_045_336,16,Aa                                    
G12_Y3_046_087,16,Aa                                    
G12_Y3_047_002,16,Ae                                    
G12_Y3_047_175,16,QSO                                   
G12_Y3_047_362,16,"Aae     SF?"                         
G12_Y3_048_309,16,Ae                                    
G12_Y4_204_156,16,AGN                                   
G12_Y4_204_171,16,AGN                                   
G12_Y4_204_245,16,AGN                                   
G12_Y4_204_271,16,AGN                                   
G12_Y4_206_292,16,QSO                                   
G12_Y4_209_008,16,qso                                   
G12_Y4_209_394,16,quasar                                
G12_Y5_002_224,16,QSO                                   
G12_Y5_028_091,16,qso                                   
G12_Y5_033_024,16,QSO                                   
G12_Y6_040_320,16,AGN                                   
G12_Y6_041_353,16,QSO                                   
G12_Y6_051_181,16,QSO                                   
G12_Y6_051_261,16,QSO                                   
G12_Y6_058_227,16,QSO                                   
G12_Y6_058_397,16,QSO                                   
G12_Y6_073_125,16,QSO                                   
G15_Y1_AN1_193,16,Aa                                    
G15_Y1_AS1_038,16,Aa                                    
G15_Y1_AS1_204,16,Aa                                    
G15_Y1_AS2_148,16,Aa                                    
G15_Y1_AX1_071,16,QSO                                   
G15_Y1_AX1_127,16,Aa                                    
G15_Y1_AX1_293,16,QSO                                   
G15_Y1_AX1_309,16,Aa                                    
G15_Y1_AX2_185,16,"NeIII and NeV emission"              
G15_Y1_BN1_081,16,Aa                                    
G15_Y1_BN1_139,16,Aa                                    
G15_Y1_BN1_262,16,Aae                                   
G15_Y1_BN1_298,16,Aa                                    
G15_Y1_BN2_004,16,QSO                                   
G15_Y1_BN2_305,16,Ae                                    
G15_Y1_BS1_054,16,Ae                                    
G15_Y1_BS1_146,16,Aa                                    
G15_Y1_BS2_071,16,Aa                                    
G15_Y1_BS2_263,16,Aae                                   
G15_Y1_BX1_053,16,Aa                                    
G15_Y1_BX1_172,16,"Aae     SF?"                         
G15_Y1_BX1_391,16,Aa                                    
G15_Y1_CN1_280,16,Aa                                    
G15_Y1_CS1_004,16,Aa                                    
G15_Y1_CS2_255,16,Aa                                    
G15_Y1_CS2_278,16,Aa                                    
G15_Y1_CX1_104,16,QSO                                   
G15_Y1_CX1_104,16,QSO                                   
G15_Y1_CX1_116,16,Aa                                    
G15_Y1_CX2_274,16,Aa                                    
G15_Y1_DN1_007,16,"QSO broad line OII?"                 
G15_Y1_DN1_008,16,QSO                                   
G15_Y1_DN1_011,16,"or MgII only quasar?"                
G15_Y1_DN1_014,16,QSO???                                
G15_Y1_DN1_015,16,"Mg Emission?"                        
G15_Y1_DN1_259,16,QSO                                   
G15_Y1_DN1_260,16,Aa                                    
G15_Y1_DN2_229,16,Aae                                   
G15_Y1_DS1_009,16,Ae                                    
G15_Y1_DS1_344,16,Aae                                   
G15_Y1_DS2_218,16,Aa                                    
G15_Y1_DS2_329,16,Aae                                   
G15_Y1_EN1_044,16,"AeB     broad?"                      
G15_Y1_EN1_376,16,Aa                                    
G15_Y1_EN2_072,16,Ae                                    
G15_Y1_EN2_106,16,"Aa      all balmer absorbed"         
G15_Y1_EN2_113,16,Aa                                    
G15_Y1_EN2_266,16,Aae                                   
G15_Y1_EN2_294,16,Aae                                   
G15_Y1_EN2_393,16,qso                                   
G15_Y1_ES1_240,16,Aa                                    
G15_Y1_ES2_040,16,Aa                                    
G15_Y1_ES2_149,16,QSO                                   
G15_Y1_ES2_336,16,Aa                                    
G15_Y1_FN1_245,16,Aa                                    
G15_Y1_FN2_029,16,QSO                                   
G15_Y1_FN2_140,16,QSO?                                  
G15_Y1_FN2_155,16,QSO?                                  
G15_Y1_FS1_140,16,"broad em"                            
G15_Y1_FS1_162,16,Aa                                    
G15_Y1_FS2_055,16,QSO?                                  
G15_Y1_GN2_035,16,Aa                                    
G15_Y1_GN2_095,16,Aa                                    
G15_Y1_GN2_271,16,Aa                                    
G15_Y1_GN2_375,16,Ae                                    
G15_Y1_GN2_394,16,Ae                                    
G15_Y1_GN2_394,16,AGN                                   
G15_Y1_GS1_164,16,"Ae      SF?"                         
G15_Y1_GS1_278,16,Aa                                    
G15_Y1_GS1_282,16,Aa                                    
G15_Y1_GS1_318,16,Aa                                    
G15_Y1_GS2_046,16,Aae                                   
G15_Y1_GS2_062,16,Ae                                    
G15_Y1_GS2_218,16,QSO?                                  
G15_Y1_GS2_261,16,QSO                                   
G15_Y1_GS2_289,16,Aa                                    
G15_Y1_GS2_354,16,Aa                                    
G15_Y1_GX2_135,16,qso?                                  
G15_Y1_GX2_335,16,qso?                                  
G15_Y1_HN1_005,16,Aa                                    
G15_Y1_HN1_212,16,Aa                                    
G15_Y1_HN2_041,16,QSO                                   
G15_Y1_HN2_354,16,Aa                                    
G15_Y1_HN2_371,16,Ae                                    
G15_Y1_HS1_208,16,Aae                                   
G15_Y1_HS2_313,16,qso                                   
G15_Y1_HS2_398,16,qso                                   
G15_Y1_IN1_196,16,Aa                                    
G15_Y1_IN1_363,16,Aa                                    
G15_Y1_IN2_012,16,Aa                                    
G15_Y1_IN2_032,16,QSO                                   
G15_Y1_IN2_221,16,Aa                                    
G15_Y1_IS1_105,16,Aa                                    
G15_Y1_IS1_202,16,Aa                                    
G15_Y1_IS1_230,16,Aae                                   
G15_Y1_IS1_383,16,Ae                                    
G15_Y1_IS2_136,16,Aa                                    
G15_Y1_IS2_298,16,Ae                                    
G15_Y2_002_291,16,"Ae      SF?"                         
G15_Y2_004_090,16,Aa                                    
G15_Y2_004_094,16,Aa                                    
G15_Y2_004_159,16,Aa                                    
G15_Y2_005_196,16,Aa                                    
G15_Y2_005_323,16,Aa                                    
G15_Y2_006_088,16,Aa                                    
G15_Y2_006_265,16,Aa                                    
G15_Y2_006_383,16,Aa                                    
G15_Y2_007_109,16,Aa                                    
G15_Y2_007_251,16,Aa                                    
G15_Y2_007_371,16,Aa                                    
G15_Y2_007_374,16,"AGN with broad Ha & NeIII"           
G15_Y2_007_374,16,AeB                                   
G15_Y2_008_073,16,"AGN - broad Ha & Hb NeIII"           
G15_Y2_008_157,16,"broadish ha"                         
G15_Y2_009_108,16,QSO?                                  
G15_Y2_009_184,16,"type 2 AGN?"                         
G15_Y2_010_041,16,Aa                                    
G15_Y2_010_123,16,Aa                                    
G15_Y2_011_170,16,Aa                                    
G15_Y2_011_176,16,Aa                                    
G15_Y2_011_354,16,Aae                                   
G15_Y2_012_276,16,Aa                                    
G15_Y2_012_285,16,QSO?                                  
G15_Y2_012_317,16,AGN?                                  
G15_Y2_012_322,16,"broad Ha"                            
G15_Y2_014_062,16,QSO                                   
G15_Y2_014_062,16,"Ae      broad?"                      
G15_Y2_014_075,16,Aa                                    
G15_Y2_014_278,16,Aae                                   
G15_Y2_015_124,16,Aa                                    
G15_Y2_015_238,16,Aa                                    
G15_Y2_015_384,16,Aa                                    
G15_Y2_015_387,16,Aa                                    
G15_Y2_016_172,16,Aa                                    
G15_Y2_017_008,16,Aa                                    
G15_Y2_017_126,16,Aae                                   
G15_Y2_017_159,16,Aa                                    
G15_Y2_017_197,16,Aa                                    
G15_Y2_017_199,16,Aa                                    
G15_Y2_017_237,16,QSO                                   
G15_Y2_018_016,16,"broad base to Halpha"                
G15_Y2_018_017,16,Aa                                    
G15_Y2_018_357,16,Aa                                    
G15_Y2_019_052,16,Aa                                    
G15_Y2_019_162,16,QSO                                   
G15_Y2_019_283,16,"semi-broad lines"                    
G15_Y2_019_283,16,Ae                                    
G15_Y2_020_268,16,Aa                                    
G15_Y2_021_036,16,Aa                                    
G15_Y2_021_182,16,Aae                                   
G15_Y2_021_249,16,Ae                                    
G15_Y2_021_389,16,Aae                                   
G15_Y2_023_007,16,"Aa      heavy abs at red"            
G15_Y2_023_188,16,Aa                                    
G15_Y2_023_242,16,"boad Halpha?"                        
G15_Y2_023_398,16,Aae                                   
G15_Y3_001_122,16,Ae                                    
G15_Y3_001_195,16,QSO                                   
G15_Y3_001_298,16,Aa                                    
G15_Y3_002_098,16,AeB                                   
G15_Y3_002_157,16,Aae                                   
G15_Y3_002_225,16,qso                                   
G15_Y3_003_140,16,Aa                                    
G15_Y3_003_314,16,"Aae     SF?"                         
G15_Y3_004_084,16,Aa                                    
G15_Y3_004_307,16,"AeB     broad+narrow comps"          
G15_Y3_004_353,16,Aa                                    
G15_Y3_004_361,16,Aa                                    
G15_Y3_005_182,16,Aa                                    
G15_Y3_006_068,16,Aa                                    
G15_Y3_006_134,16,Aa                                    
G15_Y3_006_344,16,AGN                                   
G15_Y3_007_102,16,Aa                                    
G15_Y3_007_113,16,Aa                                    
G15_Y3_007_270,16,Aa                                    
G15_Y3_008_104,16,Aae                                   
G15_Y3_009_180,16,Aa                                    
G15_Y3_009_183,16,Aa                                    
G15_Y3_009_248,16,Ae                                    
G15_Y3_009_258,16,Aa                                    
G15_Y3_010_093,16,Aa                                    
G15_Y3_010_166,16,Aa                                    
G15_Y3_010_170,16,Aa                                    
G15_Y3_011_039,16,agn                                   
G15_Y3_011_140,16,Aa                                    
G15_Y3_011_328,16,"AeB     broad and narrow Hb"         
G15_Y3_011_387,16,Aa                                    
G15_Y3_012_219,16,Aa                                    
G15_Y3_012_237,16,"broad emission lines"                
G15_Y3_012_309,16,Aa                                    
G15_Y3_012_328,16,"broad OIII Hb"                       
G15_Y3_013_070,16,Aa                                    
G15_Y3_013_213,16,Aa                                    
G15_Y3_013_245,16,QSO                                   
G15_Y3_013_245,16,"Ae      reall broad OIII"            
G15_Y3_013_245,16,"broad Oiii?"                         
G15_Y3_013_295,16,QSO                                   
G15_Y3_014_077,16,Aa                                    
G15_Y3_014_141,16,Aae                                   
G15_Y3_014_256,16,Ae                                    
G15_Y3_014_381,16,QSO                                   
G15_Y3_015_234,16,QSO                                   
G15_Y3_016_247,16,Aa                                    
G15_Y3_016_278,16,Aa                                    
G15_Y3_016_346,16,Aa                                    
G15_Y3_017_124,16,Aa                                    
G15_Y3_017_173,16,QSO                                   
G15_Y3_018_130,16,Aae                                   
G15_Y3_020_282,16,QSO                                   
G15_Y3_020_282,16,"Unusual really broad Ha but no Hbem" 
G15_Y3_020_282,16,AGN?                                  
G15_Y3_021_045,16,Aa                                    
G15_Y3_021_204,16,"Ae      broad OIII"                  
G15_Y3_022_117,16,Aa                                    
G15_Y3_022_318,16,Aa                                    
G15_Y3_022_342,16,Aa                                    
G15_Y3_023_085,16,Ae                                    
G15_Y3_023_128,16,Ae                                    
G15_Y3_023_241,16,Ae                                    
G15_Y3_023_370,16,"broad lines"                         
G15_Y3_024_109,16,AGN                                   
G15_Y3_027_026,16,"Ae      broad OIII"                  
G15_Y3_027_336,16,Aa                                    
G15_Y3_028_011,16,QSO                                   
G15_Y3_028_357,16,QSO                                   
G15_Y3_029_174,16,Aa                                    
G15_Y3_029_184,16,agn                                   
G15_Y3_029_234,16,Aa                                    
G15_Y3_029_307,16,agn                                   
G15_Y3_030_075,16,Aae                                   
G15_Y3_030_216,16,AeB                                   
G15_Y3_031_261,16,"lyalpha at z=2.789?"                 
G15_Y3_031_379,16,"broad balmer emission"               
G15_Y3_032_092,16,agn                                   
G15_Y3_032_215,16,Aa                                    
G15_Y3_032_286,16,QSO                                   
G15_Y3_032_286,16,Ae                                    
G15_Y3_032_396,16,Aa                                    
G15_Y3_033_084,16,Ae                                    
G15_Y3_033_164,16,QSO                                   
G15_Y3_033_293,16,QSO                                   
G15_Y3_034_041,16,Aa                                    
G15_Y3_034_359,16,Aa                                    
G15_Y3_035_030,16,Aa                                    
G15_Y3_035_194,16,Ae                                    
G15_Y3_035_283,16,qso                                   
G15_Y3_035_352,16,"AeB     broad Ha but not Hb"         
G15_Y3_036_029,16,"AeB     REALLY BROAD BALMER"         
G15_Y3_036_075,16,Aa                                    
G15_Y3_036_158,16,"broad Hb OIII"                       
G15_Y3_036_230,16,"Ae      single OII"                  
G15_Y3_037_068,16,Aa                                    
G15_Y3_037_130,16,Aa                                    
G15_Y3_038_020,16,Aae                                   
G15_Y3_038_056,16,qso                                   
G15_Y3_038_069,16,Aae                                   
G15_Y3_038_171,16,QSO                                   
G15_Y3_038_171,16,"Ae      broad OIII"                  
G15_Y3_038_177,16,Aa                                    
G15_Y3_038_204,16,"AeB     check with scott"            
G15_Y3_038_204,16,qso                                   
G15_Y3_038_301,16,AeB                                   
G15_Y3_038_314,16,"AeB     broad Hb no MgII"            
G15_Y3_039_175,16,Aa                                    
G15_Y3_039_232,16,Aa                                    
G15_Y3_040_191,16,QSO                                   
G15_Y3_040_309,16,QSO                                   
G15_Y3_040_349,16,Aa                                    
G15_Y3_041_042,16,Aa                                    
G15_Y3_041_314,16,Aa                                    
G15_Y3_041_366,16,Aa                                    
G15_Y3_041_368,16,Aa                                    
G15_Y3_042_057,16,QSO                                   
G15_Y3_042_370,16,Aae                                   
G15_Y3_043_143,16,Aa                                    
G15_Y3_043_151,16,QSO                                   
G15_Y3_043_234,16,Ae                                    
G15_Y3_043_254,16,QSO                                   
G15_Y3_043_290,16,Aa                                    
G15_Y3_044_163,16,QSO                                   
G15_Y3_044_163,16,QSO                                   
G15_Y3_044_192,16,QSO                                   
G15_Y3_044_196,16,QSO                                   
G15_Y3_045_096,16,Ae                                    
G15_Y3_045_291,16,Ae                                    
G15_Y3_045_371,16,qso                                   
G15_Y3_046_007,16,QSO                                   
G15_Y3_046_338,16,Ae                                    
G15_Y3_047_329,16,Aa                                    
G15_Y3_048_001,16,Aa                                    
G15_Y3_048_189,16,QSO                                   
G15_Y3_048_189,16,Ae                                    
G15_Y3_048_248,16,Aa                                    
G15_Y3_048_344,16,QSO                                   
G15_Y3_049_230,16,Aa                                    
G15_Y3_051_096,16,QSO                                   
G15_Y3_051_201,16,QSO                                   
G15_Y3_051_306,16,QSO                                   
G15_Y3_051_306,16,QSO                                   
G15_Y3_052_138,16,QSO                                   
G15_Y4_205_017,16,AGN                                   
G15_Y4_205_066,16,"AGN outflow?"                        
G15_Y4_205_271,16,AGN                                   
G15_Y4_208_184,16,qso                                   
G15_Y4_209_290,16,QSO                                   
G15_Y4_210_141,16,QSO                                   
G15_Y4_212_020,16,QSO                                   
G15_Y4_212_033,16,QSO                                   
G15_Y4_212_134,16,QSO                                   
G15_Y4_212_187,16,QSO                                   
G15_Y4_212_214,16,QSO                                   
G15_Y4_213_086,16,qso                                   
G15_Y4_213_165,16,QSO                                   
G15_Y4_213_191,16,QSO                                   
G15_Y4_213_251,16,QSO                                   
G15_Y4_214_201,16,QSO                                   
G15_Y4_215_004,16,qso?                                  
G15_Y4_215_297,16,QSO                                   
G15_Y4_215_297,16,QSO                                   
G15_Y4_216_141,16,QSO                                   
G15_Y4_217_332,16,QSO                                   
G15_Y4_220_022,16,QSO                                   
G15_Y4_222_105,16,QSO                                   
G15_Y4_222_156,16,QSO                                   
G15_Y4_222_195,16,QSO                                   
G15_Y4_223_279,16,QSO                                   
G15_Y4_223_279,16,qso                                   
G15_Y4_224_077,16,qso?                                  
G15_Y4_224_375,16,qso?                                  
G15_Y4_225_141,16,QSO                                   
G15_Y4_226_220,16,QSO                                   
G15_Y4_226_396,16,QSO                                   
G15_Y4_228_390,16,agn?                                  
G15_Y4_229_008,16,QSO                                   
G15_Y4_229_160,16,QSO                                   
G15_Y4_230_271,16,QSO                                   
G15_Y4_230_383,16,"broad feature probably quasar"       
G15_Y4_231_224,16,QSO                                   
G15_Y4_234_004,16,"probably a quasar"                   
G15_Y4_234_279,16,qso                                   
G15_Y4_236_002,16,"very broad single emission lie"      
G15_Y4_236_005,16,"broad MgII emission"                 
G15_Y4_236_010,16,"broad single em. line"               
G15_Y4_236_146,16,QSO                                   
G15_Y4_236_254,16,QSO                                   
G15_Y4_236_263,16,QSO                                   
G15_Y4_236_287,16,QSO                                   
G15_Y4_236_306,16,QSO                                   
G15_Y4_236_370,16,QSO                                   
G15_Y4_236_372,16,"broad CIII (?)"                      
G15_Y4_236_390,16,QSO                                   
G15_Y4_236_397,16,quasar?                               
G15_Y4_237_005,16,AGN?                                  
G15_Y4_237_393,16,QSO                                   
G15_Y4_242_105,16,QSO                                   
G15_Y4_243_171,16,QSO                                   
G15_Y5_003_251,16,QSO                                   
G15_Y5_003_263,16,QSO                                   
G15_Y5_003_277,16,QSO                                   
G15_Y5_003_297,16,QSO                                   
G15_Y5_004_237,16,AGN?                                  
G15_Y5_021_245,16,QSO                                   
G15_Y5_034_137,16,qso                                   
G15_Y5_034_295,16,qso                                   
G15_Y5_035_064,16,QSO                                   
G15_Y5_035_226,16,QSO                                   
G15_Y5_041_071,16,QSO                                   
G15_Y6_076_085,16,QSO                                   
G15_Y6_084_032,16,QSO                                   
G15_Y6_084_187,16,QSO                                   
G15_Y6_085_270,16,QSO                                   
G15_Y6_086_131,16,QSO                                   
G15_Y6_092_184,16,QSO                                   
G15_Y6_092_241,16,QSO                                   
G15_Y6_094_079,16,QSO                                   
G15_Y6_094_110,16,QSO                                   
G15_Y6_094_149,16,QSO                                   
G15_Y6_094_206,16,QSO                                   
G15_Y6_105_168,16,QSO                                   
G15_Y6_108_211,16,QSO                                   
G09_Y2_025_099,24,"AGN plus Astar?"                     
G02_Y3_001_112,64,fringed                               
G02_Y3_001_115,64,fringed                               
G02_Y3_001_115,64,fringed                               
G02_Y3_001_115,64,fringed                               
G02_Y3_001_116,64,fringed                               
G02_Y3_001_116,64,fringed                               
G02_Y3_001_116,64,fringed                               
G02_Y3_001_120,64,fringed                               
G02_Y3_001_155,64,fringed                               
G02_Y3_001_313,64,fringed                               
G02_Y3_001_348,64,fringed                               
G02_Y3_002_064,64,fringed                               
G02_Y3_002_064,64,fringed                               
G02_Y3_002_064,64,fringed                               
G02_Y3_002_070,64,fringed                               
G02_Y3_002_172,64,fringed                               
G02_Y3_002_395,64,fringed                               
G02_Y3_002_395,64,fringed                               
G02_Y3_003_110,64,fringed                               
G02_Y3_003_112,64,fringed                               
G02_Y3_003_112,64,fringed                               
G02_Y3_003_112,64,fringed                               
G02_Y3_003_115,64,fringed                               
G02_Y3_003_115,64,fringed                               
G02_Y3_003_117,64,fringed                               
G02_Y3_003_120,64,fringed                               
G02_Y3_003_120,64,fringed                               
G02_Y3_003_155,64,fringed                               
G02_Y3_003_216,64,fringed                               
G02_Y3_003_356,64,fringed                               
G02_Y3_004_064,64,fringed                               
G02_Y3_004_381,64,fringed                               
G02_Y3_004_385,64,fringed                               
G02_Y3_004_386,64,fringed                               
G02_Y3_005_110,64,fringed                               
G02_Y3_005_110,64,fringed                               
G02_Y3_005_110,64,fringed                               
G02_Y3_005_115,64,fringed                               
G02_Y3_005_116,64,fringed                               
G02_Y3_005_116,64,fringed                               
G02_Y3_005_216,64,fringed                               
G02_Y3_005_216,64,fringed                               
G02_Y3_005_279,64,fringed                               
G02_Y3_005_294,64,fringed                               
G02_Y3_006_064,64,fringed                               
G02_Y3_006_064,64,fringed                               
G02_Y3_006_161,64,fringed                               
G02_Y3_006_161,64,fringed                               
G02_Y3_006_161,64,fringed                               
G02_Y3_006_161,64,fringed                               
G02_Y3_006_330,64,fringed                               
G02_Y3_006_337,64,fringed                               
G02_Y3_007_103,64,fringed                               
G02_Y3_007_110,64,fringed                               
G02_Y3_007_110,64,fringed                               
G02_Y3_007_115,64,fringed                               
G02_Y3_007_115,64,fringed                               
G02_Y3_007_115,64,fringed                               
G02_Y3_007_116,64,fringed                               
G02_Y3_007_119,64,fringed                               
G02_Y3_007_120,64,fringed                               
G02_Y3_007_216,64,fringed                               
G02_Y3_007_274,64,fringed                               
G02_Y3_007_345,64,fringed                               
G02_Y3_007_345,64,fringed                               
G02_Y3_007_345,64,fringed                               
G02_Y3_007_348,64,fringed                               
G02_Y3_009_026,64,fringed                               
G02_Y3_009_026,64,fringed                               
G02_Y3_009_071,64,fringed                               
G02_Y3_009_071,64,fringed                               
G02_Y3_009_079,64,fringed                               
G02_Y3_009_080,64,fringed                               
G02_Y3_009_082,64,fringed                               
G02_Y3_009_120,64,fringed                               
G02_Y3_009_216,64,fringed                               
G02_Y3_009_241,64,fringed                               
G02_Y3_009_271,64,fringed                               
G02_Y3_009_271,64,fringed                               
G02_Y3_009_274,64,fringed                               
G02_Y3_009_275,64,fringed                               
G02_Y3_009_275,64,fringed?                              
G02_Y3_009_276,64,fringed                               
G02_Y3_009_276,64,fringed                               
G02_Y3_009_277,64,fringed                               
G02_Y3_009_277,64,fringed                               
G02_Y3_009_278,64,fringed                               
G02_Y3_009_279,64,fringed                               
G02_Y3_009_279,64,fringed                               
G02_Y3_009_279,64,fringed                               
G02_Y3_009_345,64,fringed                               
G02_Y3_009_345,64,fringed                               
G02_Y3_009_353,64,fringed                               
G02_Y3_009_353,64,fringed                               
G02_Y3_009_354,64,fringed                               
G02_Y3_009_354,64,fringed                               
G02_Y3_009_354,64,fringed                               
G02_Y3_009_356,64,fringed                               
G02_Y3_009_356,64,fringed                               
G02_Y3_009_360,64,fringed                               
G02_Y3_009_360,64,fringed                               
G02_Y3_009_360,64,"Bad fringing"                        
G02_Y3_009_365,64,fringed                               
G02_Y3_009_365,64,fringed                               
G02_Y3_009_365,64,fringed                               
G02_Y3_009_370,64,fringed                               
G02_Y3_009_378,64,fringed                               
G02_Y3_009_397,64,fringed                               
G02_Y3_012_026,64,fringed                               
G02_Y3_012_071,64,fringed                               
G02_Y3_012_103,64,fringed                               
G02_Y3_012_103,64,fringed                               
G02_Y3_012_103,64,fringed                               
G02_Y3_012_108,64,fringed                               
G02_Y3_012_108,64,fringed                               
G02_Y3_012_115,64,fringed                               
G02_Y3_012_115,64,fringed                               
G02_Y3_012_115,64,fringed                               
G02_Y3_012_116,64,fringed                               
G02_Y3_012_116,64,fringed                               
G02_Y3_012_119,64,fringed                               
G02_Y3_012_119,64,fringed                               
G02_Y3_012_120,64,fringed                               
G02_Y3_012_120,64,fringed                               
G02_Y3_012_155,64,fringed                               
G02_Y3_012_219,64,fringed                               
G02_Y3_012_237,64,fringed                               
G02_Y3_012_261,64,fringed                               
G02_Y3_012_276,64,fringed                               
G02_Y3_012_276,64,fringed                               
G02_Y3_012_276,64,fringed                               
G02_Y3_012_276,64,fringed                               
G02_Y3_012_342,64,fringed                               
G02_Y3_012_345,64,fringed                               
G02_Y3_012_348,64,fringed                               
G02_Y3_012_354,64,fringed                               
G02_Y3_012_354,64,fringed                               
G02_Y3_012_354,64,fringed                               
G02_Y3_012_356,64,fringed                               
G02_Y3_012_356,64,fringed                               
G02_Y3_012_356,64,fringed                               
