SPECID,COMMENT_FLAG,COMMENT
G02_Y6_013_286,16,QSO                                   
G02_Y6_013_378,16,QSO                                   
G02_Y6_013_388,16,QSO                                   
G09_Y1_AN1_176,16,Aae                                   
G09_Y1_AN1_227,16,Aae                                   
G09_Y1_AN2_048,16,Aa                                    
G09_Y1_AN2_065,16,AGN                                   
G09_Y1_AN2_229,16,Aa                                    
G09_Y1_AN2_336,16,Aa                                    
G09_Y1_AS1_030,16,Aa                                    
G09_Y1_AS1_047,16,Aa                                    
G09_Y1_AS1_254,16,Aa                                    
G09_Y1_AS1_366,16,Ae                                    
G09_Y1_AS2_003,16,Aa                                    
G09_Y1_AS2_036,16,Aa                                    
G09_Y1_AS2_070,16,Aa                                    
G09_Y1_AS2_083,16,Aa                                    
G09_Y1_AS2_193,16,Ae                                    
G09_Y1_AS2_217,16,Aae                                   
G09_Y1_AS2_295,16,Aa                                    
G09_Y1_AS2_339,16,Aa                                    
G09_Y1_AX1_057,16,Ae                                    
G09_Y1_AX1_216,16,qso                                   
G09_Y1_AX2_035,16,QSO                                   
G09_Y1_AX2_035,16,QSO                                   
G09_Y1_AX2_064,16,Aa                                    
G09_Y1_AX2_228,16,QSO                                   
G09_Y1_BN1_037,16,Aa                                    
G09_Y1_BN1_203,16,"possible AGN - broad Ha?"            
G09_Y1_BN1_297,16,Aa                                    
G09_Y1_BN1_349,16,Aa                                    
G09_Y1_BN1_399,16,Aa                                    
G09_Y1_BN2_194,16,Ae                                    
G09_Y1_BN2_299,16,Aae                                   
G09_Y1_BN2_327,16,Aa                                    
G09_Y1_BS1_068,16,Ae                                    
G09_Y1_BS1_121,16,Aa                                    
G09_Y1_BS1_132,16,Aa                                    
G09_Y1_BS2_040,16,Aa                                    
G09_Y1_BX1_076,16,QSO?                                  
G09_Y1_BX1_146,16,QSO?                                  
G09_Y1_BX1_193,16,Aa                                    
G09_Y1_BX1_349,16,Aa                                    
G09_Y1_BX2_399,16,Aa                                    
G09_Y1_CN1_371,16,Aa                                    
G09_Y1_CN1_390,16,Aa                                    
G09_Y1_CS1_027,16,Aae                                   
G09_Y1_CS1_209,16,Aa                                    
G09_Y1_CS1_292,16,QSO                                   
G09_Y1_CS1_302,16,Aa                                    
G09_Y1_CS2_187,16,Aa                                    
G09_Y1_CX2_077,16,Aa                                    
G09_Y1_DN1_059,16,Aae                                   
G09_Y1_DN1_136,16,"[NeIII] emission line !"             
G09_Y1_DN1_181,16,Aa                                    
G09_Y1_DN1_234,16,Aae                                   
G09_Y1_DN1_276,16,Aa                                    
G09_Y1_DN2_155,16,Aa                                    
G09_Y1_DS1_016,16,Aa                                    
G09_Y1_DS1_017,16,Aa                                    
G09_Y1_DS1_132,16,Aa                                    
G09_Y1_DS1_256,16,Aa                                    
G09_Y1_DS1_309,16,Aae                                   
G09_Y1_DS2_033,16,"Aae     SF?"                         
G09_Y1_DS2_263,16,Aa                                    
G09_Y1_DX1_022,16,Aa                                    
G09_Y1_DX1_124,16,Aa                                    
G09_Y1_DX1_208,16,Aa                                    
G09_Y1_DX1_361,16,Aae                                   
G09_Y1_EN1_239,16,Aa                                    
G09_Y1_EN1_382,16,Ae                                    
G09_Y1_EN1_390,16,Aa                                    
G09_Y1_EN2_096,16,Ae                                    
G09_Y1_ES1_298,16,Aa                                    
G09_Y1_ES1_365,16,Ae                                    
G09_Y1_ES2_276,16,Ae                                    
G09_Y1_ES2_334,16,Aa                                    
G09_Y1_ES2_371,16,Aa                                    
G09_Y1_EX1_255,16,Aa                                    
G09_Y1_EX2_134,16,qso                                   
G09_Y1_EX2_369,16,qso                                   
G09_Y1_FN1_197,16,"Aae     broad Ha?"                   
G09_Y1_FN1_378,16,Aa                                    
G09_Y1_FN2_253,16,Aa                                    
G09_Y1_FS1_160,16,Aae                                   
G09_Y1_FS1_270,16,Aa                                    
G09_Y1_FS2_165,16,Aae                                   
G09_Y1_FX1_211,16,qso                                   
G09_Y1_FX1_211,16,Ae                                    
G09_Y1_FX1_212,16,qso                                   
G09_Y1_FX2_370,16,qso                                   
G09_Y1_FX2_370,16,Ae                                    
G09_Y1_GN1_277,16,Ae                                    
G09_Y1_GN1_308,16,Aa                                    
G09_Y1_GN1_321,16,Aa                                    
G09_Y1_GN2_224,16,Aa                                    
G09_Y1_GS1_087,16,Aa                                    
G09_Y1_GS1_317,16,Ae                                    
G09_Y1_GS1_386,16,Aae                                   
G09_Y1_GS2_279,16,Aa                                    
G09_Y1_GX1_009,16,Aa                                    
G09_Y1_HN1_068,16,Aae                                   
G09_Y1_HN1_178,16,Aa                                    
G09_Y1_HN2_070,16,Aa                                    
G09_Y1_HN2_276,16,QSO                                   
G09_Y1_HN2_276,16,QSO                                   
G09_Y1_HS1_232,16,Aa                                    
G09_Y1_HS1_332,16,Aa                                    
G09_Y1_HS1_338,16,Aa                                    
G09_Y1_HS2_023,16,Ae                                    
G09_Y1_HS2_075,16,Aa                                    
G09_Y1_HS2_329,16,Aa                                    
G09_Y1_HS2_352,16,Aa                                    
G09_Y1_IN1_084,16,Aa                                    
G09_Y1_IN1_143,16,Aa                                    
G09_Y1_IN1_389,16,Aa                                    
G09_Y1_IS1_094,16,Aa                                    
G09_Y1_IS1_153,16,Aa                                    
G09_Y1_IS1_175,16,Aa                                    
G09_Y1_IS1_262,16,Aa                                    
G09_Y1_IS1_367,16,Aa                                    
G09_Y1_IS2_125,16,Aa                                    
G09_Y1_IS2_173,16,Aa                                    
G09_Y1_test_010,16,Ae                                    
G09_Y1_test_152,16,Aa                                    
G09_Y1_test_347,16,Aa                                    
G09_Y2_002_256,16,Aae                                   
G09_Y2_003_148,16,QSO                                   
G09_Y2_004_047,16,Aa                                    
G09_Y2_005_006,16,QSO                                   
G09_Y2_005_211,16,Aa                                    
G09_Y2_011_294,16,"BAL QSO??"                           
G09_Y2_012_071,16,Aa                                    
G09_Y2_012_072,16,Ae                                    
G09_Y2_014_184,16,QSO                                   
G09_Y2_015_243,16,Aa                                    
G09_Y2_016_261,16,Aa                                    
G09_Y2_017_088,16,agn                                   
G09_Y2_017_197,16,Aae                                   
G09_Y2_017_254,16,Aa                                    
G09_Y2_017_284,16,QSO                                   
G09_Y2_017_284,16,AeB                                   
G09_Y2_019_014,16,QSO                                   
G09_Y2_019_021,16,"possible AGN"                        
G09_Y2_019_032,16,QSO                                   
G09_Y2_019_086,16,agn                                   
G09_Y2_019_208,16,QSO                                   
G09_Y2_019_208,16,QSO                                   
G09_Y2_019_264,16,"possible agn"                        
G09_Y2_019_269,16,"agn - closeish broad ha"             
G09_Y2_020_219,16,"very broad lines"                    
G09_Y2_020_236,16,Aa                                    
G09_Y2_023_075,16,AGN?                                  
G09_Y2_023_148,16,"poss NeIII?"                         
G09_Y2_023_228,16,"broad ha? no hb?"                    
G09_Y2_023_228,16,"Aae     high N2 v little o3"         
G09_Y2_024_361,16,QSO                                   
G09_Y2_025_008,16,"broad oii"                           
G09_Y2_027_020,16,NeV???                                
G09_Y2_027_039,16,"Broad OII -AGN?"                     
G09_Y2_029_131,16,Aae                                   
G09_Y2_029_293,16,AGN                                   
G09_Y2_029_379,16,QSO                                   
G09_Y2_029_379,16,QSO                                   
G09_Y2_035_166,16,Ae                                    
G09_Y2_036_204,16,QSO                                   
G09_Y2_038_364,16,Ae                                    
G09_Y2_040_121,16,Aa                                    
G09_Y2_040_345,16,Ae                                    
G09_Y3_003_023,16,Ae                                    
G09_Y3_004_147,16,"Ae      SF?"                         
G09_Y3_006_048,16,Ae                                    
G09_Y3_007_274,16,Ae                                    
