SPECID,fringe,reduction,sky,comment
G15_Y2_023_366,,,1,
G15_Y1_BS2_216,,,1,
G15_Y4_236_378,,1,,
G12_Y1_HS1_295,,,1,
G09_Y1_IN2_248,1,,,
G09_Y4_227_376,1,,,
G02_Y4_031_039,,,1,
G12_Y4_210_387,,1,,
G02_Y4_033_352,1,,,
G12_Y1_ND6_163,1,,,
G15_Y4_243_345,1,,,
G09_Y1_IN2_080,1,,,
G09_Y4_215_030,1,,,
G09_Y4_228_373,1,,,
G12_Y1_DN1_371,,1,,DN1 field error
G02_Y4_039_040,1,,,
G15_Y1_DN1_286,,1,,DN1 field error
G02_Y3_014_086,1,,,
G02_Y5_053_034,,,1,
G02_Y4_001_357,,,1,
G12_Y6_058_386,,1,,
G09_Y6_100_397,,1,,bad splice
G02_Y4_043_123,,1,,bad splice
G15_Y1_DN1_207,,1,,DN1 field error
G09_Y4_236_001,,1,,bad splice
G15_Y4_238_367,,1,,
G02_Y5_108_210,,,1,
G12_Y1_DN1_382,,1,,DN1 field error
G15_Y1_FN2_175,,1,,bad splice
G12_Y4_210_397,,1,,
G09_Y4_215_378,1,,,
G09_Y2_031_258,1,,,
G12_Y1_DN1_384,,1,,DN1 field error
G15_Y1_DN1_341,,1,,DN1 field error
G09_Y1_GS2_138,1,,,
G15_Y4_203_101,1,,,
G15_Y6_101_349,1,,,
G09_Y1_AX2_247,,,1,
G12_Y1_FS1_279,1,,,
G02_Y4_041_103,,,1,
G09_Y1_IS2_130,1,,,
G15_Y2_003_102,1,,,
G09_Y6_086_360,,1,,
G12_Y1_AN1_381,1,,,
G09_Y1_BN2_138,1,,,
G15_Y1_AN2_130,1,,,
G15_Y4_216_086,1,,,
G15_Y6_099_397,1,,,
G09_Y2_004_023,1,,,
G09_Y1_IS2_362,1,,,
G09_Y4_206_065,1,,,
G09_Y2_004_276,1,,,
G12_Y1_HND1_345,1,,,
G12_Y1_FN1_353,1,,,
G15_Y4_203_286,,1,,bad splice
G15_Y6_097_386,,1,,
G09_Y1_BS2_160,,1,,bad splice
G09_Y1_AN2_061,1,,,
G12_Y6_073_355,1,,,
G15_Y6_089_396,,1,,
G09_Y1_FN2_395,1,,,
G09_Y1_FS2_132,1,,,
G09_Y1_ES1_369,,1,,
G12_Y1_HS2_353,1,,,
G15_Y2_011_381,,1,,
G09_Y2_016_196,,1,,
G09_Y4_215_059,1,,,
G12_Y1_FS1_281,1,,,
G15_Y4_216_362,1,,,
G12_Y1_ES1_279,1,,,
G15_Y4_219_397,1,,,
G15_Y1_DN1_338,,1,,DN1 field error
G09_Y6_093_376,,1,,
G09_Y1_GS2_169,1,,,
G15_Y3_007_135,,1,,
G15_Y4_234_002,,1,,bad splice
G09_Y1_HS2_132,1,,,
G15_Y1_AS1_097,,1,,
G12_Y1_DN1_375,,1,,DN1 field error
G15_Y6_098_387,,1,,
G09_Y1_IS2_111,1,,,
G15_Y6_085_385,,1,,bad splice
G09_Y1_GN2_217,1,,,
G09_Y4_215_173,1,,,
G09_Y1_DN1_138,1,,,
G09_Y4_218_379,1,,,
G12_Y1_ND3_359,1,,,
G15_Y1_GS2_345,1,,,
G09_Y4_201_236,1,,,
G09_Y1_CN1_348,1,,,
G09_Y2_026_077,1,,,
G12_Y1_DN1_394,,1,,DN1 field error
G09_Y2_026_198,,1,,bad splice
G15_Y1_AS2_241,1,,,
G09_Y1_DN1_061,1,,,
G15_Y1_BN2_341,1,,,
G15_Y6_088_319,1,,,
G02_Y4_025_027,1,,,
G09_Y1_AN2_308,1,,,
G02_Y3_018_013,,,1,
G15_Y4_218_387,1,,,
G02_Y3_009_006,,1,,bad splice
G09_Y1_HN2_092,,1,,
G15_Y4_204_102,,,1,
G09_Y1_GN2_365,1,,,
G12_Y1_DX1_398,,1,,
G12_Y6_058_377,,1,,
G12_Y1_DN1_310,,1,,DN1 field error
G15_Y3_037_177,,1,,
G02_Y3_006_018,,1,,
G02_Y3_015_102,1,,,
G09_Y1_FS1_356,1,,,
G12_Y4_205_241,1,,,
G02_Y6_008_036,,1,,bad splice
G12_Y3_029_285,,1,,
G02_Y6_008_037,,1,,
G02_Y3_019_222,,1,,
G12_Y1_FS2_136,1,,,
G12_Y1_BS1_107,1,,,
G15_Y2_009_322,,1,,bad splice
G12_Y4_202_212,1,,,
G09_Y4_225_372,1,,,
G09_Y4_212_077,1,,,
G02_Y4_041_017,,1,,
G12_Y1_CX1_111,1,,,
G15_Y6_100_385,,1,,
G15_Y2_017_110,1,,,
G12_Y1_ND1_040,1,,,
G12_Y5_004_009,,1,,
G12_Y1_HN1_341,1,,,
G15_Y3_037_246,,1,,
G02_Y3_009_351,,1,,
G12_Y2_013_119,1,,,
G12_Y1_DN1_369,,1,,DN1 field error
G15_Y2_014_035,,1,,bad splice
G15_Y2_023_231,,1,,
G02_Y5_089_390,,1,,bad splice
G12_Y1_BN1_348,1,,,
G12_Y1_FS1_345,1,,,
G12_Y1_BS2_003,1,,,
G12_Y6_073_367,,1,,
G02_Y4_040_108,1,,,
G15_Y5_032_010,,,1,
G15_Y6_101_367,,1,,
G12_Y1_ND1_163,1,,,
G15_Y6_095_156,,,1,
G09_Y1_HS2_090,,,1,
G15_Y4_215_319,1,,,
G02_Y3_019_275,,1,,bad splice
G12_Y1_HS2_026,1,,,
G12_Y1_BS2_080,1,,,
G12_Y1_ND1_168,1,,,
G09_Y4_220_006,1,,,
G15_Y3_013_368,,1,,bad splice
G15_Y2_009_091,,1,,
G02_Y4_035_158,1,,,
G12_Y1_DN1_004,,1,,DN1 field error
G15_Y4_220_169,1,,,
G02_Y4_038_325,,,1,
G15_Y2_010_162,,1,,bad splice
G02_Y4_040_108,1,,,
G15_Y5_032_010,,,1,
G15_Y6_101_367,,1,,
G15_Y5_003_304,1,,,
G15_Y3_029_356,1,,,
G02_Y6_009_303,,,1,
G15_Y5_024_363,,,1,
G15_Y3_049_162,,,1,
G02_Y3_019_002,,1,,bad splice
G12_Y1_CX1_330,,,1,
G12_Y6_073_008,,1,,
G15_Y5_003_351,,1,,
G15_Y3_008_372,,1,,
G15_Y4_236_347,1,,,
G15_Y4_237_398,,1,,
G15_Y6_101_399,,1,,
G02_Y3_006_060,1,,,
G02_Y4_028_076,1,,,
G15_Y3_022_003,,1,,bad splice
G15_Y4_238_394,,1,,
G15_Y4_238_342,,1,,
G02_Y3_012_275,1,,,
G15_Y6_101_372,,1,,
G15_Y1_DN1_253,,1,,DN1 field error
G02_Y5_071_096,,,1,
G09_Y2_015_018,,,1,
G15_Y4_205_040,1,,,
G02_Y4_045_353,1,,,
G09_Y1_GS2_165,1,,,
G15_Y6_099_399,,1,,
G12_Y1_FN1_233,,1,,
G02_Y4_001_064,1,,,
G15_Y1_BX2_332,,,1,
G15_Y2_009_003,,1,,
G15_Y2_014_381,,1,,
G15_Y4_201_378,1,,,
G02_Y5_101_383,,1,,
G02_Y5_056_283,,,1,
G15_Y4_237_372,,1,,
G15_Y4_205_020,,1,,
G15_Y4_237_381,,1,,
G02_Y4_031_076,1,,,
G15_Y5_024_037,1,,,
G15_Y6_097_390,,1,,
G15_Y4_237_366,,1,,
G02_Y3_013_163,1,,,
G15_Y3_004_381,1,,,
G02_Y4_040_060,1,,,
G09_Y4_228_040,1,,,
G15_Y3_046_009,,1,,bad splice
G15_Y4_236_308,1,,,
G15_Y6_074_024,,1,,bad splice
G15_Y4_237_359,,1,,
G15_Y6_071_020,,1,,
G15_Y6_099_359,,1,,
G15_Y4_237_346,,1,,
G09_Y1_HS1_354,1,,,
G15_Y6_088_057,,1,,
G12_Y5_033_013,,,1,
G15_Y6_101_369,,1,,
G15_Y4_236_319,1,,,
G02_Y3_006_023,,,1,
G12_Y6_080_028,,1,,
G02_Y5_091_364,,1,,
G09_Y4_238_271,1,,,
G02_Y5_094_007,,1,,bad splice
G12_Y1_GN1_354,1,,,
G15_Y4_237_376,,1,,
G15_Y1_AN1_364,,1,,
G15_Y4_238_003,,1,,
G02_Y5_058_002,,,1,
G09_Y1_CN1_233,,,1,
G09_Y4_257_076,1,,,
G02_Y3_006_085,,,1,
G02_Y4_033_385,1,,,
G15_Y2_005_008,1,,,
G02_Y4_028_113,,1,,
G15_Y5_025_113,1,,,
G15_Y4_236_348,1,,,
G09_Y6_086_382,,1,,
G09_Y1_AN1_378,,,1,
G09_Y2_011_348,1,,,
G15_Y4_238_380,,1,,
G09_Y4_227_396,,1,,
G15_Y2_020_149,,1,,
G15_Y6_082_141,,,1,
G15_Y2_009_024,,1,,
G02_Y6_005_367,1,,,
G09_Y6_093_049,,1,,
G15_Y6_082_380,,1,,
G15_Y4_233_383,,,1,
G15_Y4_235_375,,1,,
G02_Y4_037_076,1,,,
G15_Y6_095_324,,1,,
G15_Y4_237_369,,1,,
G02_Y4_043_124,,1,,
G15_Y4_236_311,1,,,
G15_Y6_082_307,1,,,
G15_Y6_101_373,,1,,
G15_Y2_014_275,1,,,
G02_Y6_008_004,,1,,bad splice
G02_Y4_032_395,1,,,
G02_Y4_026_079,,1,,
G15_Y4_236_307,1,,,
G15_Y6_101_238,,1,,
G02_Y5_107_270,,,1,
G15_Y4_231_092,,1,,
G15_Y4_231_099,,1,,
G15_Y6_101_351,,1,,
G02_Y4_026_126,,,1,
G15_Y4_244_385,,1,,
G15_Y4_237_380,,1,,
G02_Y3_013_385,,,1,
G15_Y6_101_380,,1,,
G09_Y6_090_015,,1,,
G02_Y4_043_133,,1,,bad splice
G02_Y4_040_136,,1,,bad splice
G15_Y6_097_367,,1,,
G12_Y4_210_355,,1,,
G09_Y4_246_157,,1,,
G12_Y3_013_139,,,1,
G09_Y4_207_395,,,1,
G15_Y4_226_035,,1,,
G15_Y3_009_272,,1,,bad splice
G15_Y4_230_394,,1,,
G15_Y3_040_020,,1,,
G15_Y2_022_108,1,,,
G02_Y3_020_086,1,,,
G15_Y6_101_303,1,,,
G09_Y2_040_168,1,,,
G15_Y4_216_349,,1,,
G02_Y6_008_007,,1,,
G15_Y1_DN1_288,,1,,DN1 field error
G15_Y2_009_021,1,,,
G02_Y3_015_283,,1,,
G15_Y4_236_310,1,,,
G15_Y1_BS2_216,,,1,
G02_Y4_029_158,,1,,
G02_Y4_043_156,,1,,bad splice
G09_Y6_086_377,,1,,
G15_Y2_017_119,1,,,
G15_Y6_094_134,,,1,
G02_Y6_007_211,,,1,
G09_Y2_023_191,,,1,
G12_Y1_DN1_341,1,,,
G15_Y4_235_397,1,,,
G02_Y5_057_009,,,1,
G02_Y3_013_052,1,,,
G02_Y4_043_259,,1,,
G15_Y2_021_161,1,,,
G02_Y4_025_003,,,1,
G09_Y1_IS2_395,1,,,
G15_Y3_003_342,,,1,
G02_Y4_045_131,,1,,
G15_Y6_097_374,,1,,
G15_Y4_237_379,,1,,
G02_Y5_087_071,,1,,
G02_Y4_039_043,,1,,
G12_Y6_073_380,,1,,
G15_Y6_098_392,,1,,
G02_Y5_084_324,,,1,
G15_Y2_014_212,1,,,
G15_Y1_AN2_030,1,,,
G15_Y1_HN2_044,,1,,bad splice
G15_Y6_093_396,,1,,
G15_Y4_205_037,,1,,bad splice
G02_Y4_040_067,,,1,
G12_Y5_007_161,1,,,
G15_Y2_011_229,,1,,bad splice
G02_Y6_017_178,,1,,bad splice
G15_Y6_074_314,,1,,bad splice
G15_Y3_024_178,,,1,
G15_Y4_236_349,1,,,
G12_Y6_080_038,,1,,bad splice
G15_Y2_023_014,,,1,
G15_Y4_202_381,1,,,
G02_Y5_056_198,,,1,
G09_Y2_031_096,,1,,
G15_Y4_208_387,,1,,bad splice
G15_Y4_237_355,,1,,
G15_Y5_003_034,,1,,bad splice
G02_Y5_077_057,,,1,
G15_Y4_203_274,,1,,
G12_Y1_ES1_120,1,,,
G12_Y4_210_365,,1,,
G02_Y4_026_315,,,1,
G15_Y6_089_392,,1,,
G15_Y1_DN1_230,,1,,
G02_Y4_025_361,1,,,
G15_Y4_216_115,1,,,
G15_Y6_101_376,,1,,
G12_Y4_206_029,,1,,bad splice
G15_Y2_013_344,,1,,bad splice
G15_Y4_238_010,,1,,
G15_Y1_AN1_370,,1,,
G02_Y4_039_325,,,1,
G09_Y5_015_132,,,1,
G02_Y5_116_393,,1,,
G15_Y3_051_244,,1,,bad splice
G15_Y3_024_167,,1,,bad splice
G15_Y6_098_036,1,,,
G02_Y4_001_018,,1,,bad splice
G15_Y1_AN1_286,,1,,bad splice
G02_Y3_012_278,1,,,
G15_Y6_082_287,,1,,
G02_Y6_002_392,,1,,bad splice
G02_Y4_002_161,1,,,
G09_Y4_208_039,,1,,bad splice
G15_Y6_089_391,,1,,
G02_Y5_110_006,,1,,bad splice
G02_Y4_001_068,,1,,
G15_Y1_IN2_280,1,,,
G09_Y1_AN2_359,1,,,
G15_Y3_018_029,,1,,
G12_Y4_210_028,,,1,
G15_Y5_005_359,,1,,
G15_Y6_097_364,1,,,
G02_Y4_040_062,,1,,bad splice
G15_Y4_235_385,1,,,
G15_Y3_022_044,,1,,
G15_Y3_011_119,1,,,
G15_Y6_074_142,,1,,
G09_Y1_AX2_247,,,1,
G15_Y4_236_309,,1,,
G15_Y3_029_396,,1,,
G15_Y6_093_374,,1,,
G15_Y6_093_382,,1,,
G12_Y1_IN1_332,,,1,
G15_Y3_048_340,,1,,bad splice
G09_Y4_206_084,,1,,
G15_Y1_HN2_345,1,,,
G02_Y4_037_155,1,,,
G15_Y3_003_378,1,,,
G15_Y5_003_331,,1,,bad splice
G15_Y4_235_368,1,,,
G15_Y6_101_312,1,,,
G15_Y1_AN1_288,,1,,bad splice
G15_Y2_009_077,,1,,bad splice
G12_Y3_016_090,,,1,
G02_Y5_091_005,,1,,bad splice
G15_Y4_236_303,1,,,
G15_Y3_035_061,,1,,bad splice
G15_Y4_204_376,,,1,
G15_Y3_039_220,,1,,bad splice
G15_Y3_023_283,,1,,
G02_Y4_025_082,1,,,
G12_Y6_057_035,,1,,bad splice
G15_Y3_049_041,,1,,bad splice
G09_Y6_100_379,,1,,bad splice
G15_Y1_AN1_395,1,,,
G12_Y4_211_287,,1,,bad splice
G15_Y1_AN1_011,,1,,bad splice
G02_Y6_005_040,,1,,bad splice
G15_Y6_089_362,,1,,
G09_Y6_086_392,,1,,
G15_Y3_024_053,,1,,
G15_Y2_009_046,,1,,
G02_Y5_088_345,,,1,
G02_Y5_091_363,,1,,
G15_Y3_008_258,1,,,
G15_Y4_234_009,,1,,bad splice
G02_Y4_042_129,1,,,
G15_Y5_022_005,,1,,bad splice
G02_Y5_057_193,,,1,
G15_Y2_009_048,,1,,
G12_Y3_001_381,1,,,
G02_Y5_054_126,,,1,
G12_Y4_204_025,,1,,bad splice
G15_Y6_101_379,,1,,
G02_Y5_088_324,,1,,bad splice
G09_Y1_GN2_369,,1,,bad splice
G15_Y6_090_398,,1,,
G09_Y1_GN2_262,,,1,
G15_Y6_095_375,,1,,
G02_Y3_019_038,,1,,
G02_Y3_007_354,1,,,
G12_Y5_012_018,,1,,bad splice
G09_Y1_FN2_369,,1,,bad splice
G15_Y6_102_385,,1,,
G15_Y2_020_021,1,,,
G02_Y3_016_396,,,1,
G15_Y3_036_374,,1,,
G15_Y2_020_082,,1,,bad splice
G15_Y2_014_396,,,1,
G02_Y4_021_314,,1,,bad splice
G12_Y6_061_009,,1,,
G15_Y2_009_388,,1,,bad splice
G15_Y6_095_015,,1,,bad splice
G12_Y6_056_373,1,,,
G09_Y6_061_382,,1,,bad splice
G15_Y4_235_389,,1,,
G02_Y4_044_017,,1,,bad splice
G15_Y3_015_245,,,1,
G02_Y5_116_367,,1,,bad splice
G02_Y4_041_273,,1,,
G15_Y6_093_392,,1,,
G02_Y6_004_391,,1,,bad splice
G02_Y3_003_103,1,,,
G15_Y3_037_046,,1,,
G09_Y2_002_291,,1,,
G02_Y5_112_184,,,1,
G09_Y1_BS2_216,1,,,
G15_Y6_101_385,,1,,
G12_Y4_211_247,1,,,
G15_Y2_022_115,1,,,
G02_Y5_077_096,,1,,bad splice
G15_Y5_003_079,,1,,
G15_Y5_022_308,1,,,
G15_Y4_236_361,,1,,
G09_Y2_015_014,,1,,bad splice
G15_Y3_004_317,,,1,
G02_Y3_007_010,,1,,
G02_Y3_006_189,,,1,
G02_Y5_077_009,,1,,
G15_Y2_020_119,1,,,
G12_Y2_040_180,,,1,
G15_Y2_013_370,,1,,bad splice
G15_Y5_004_108,1,,,
G15_Y2_001_275,1,,,
G15_Y6_082_396,,1,,bad splice
G15_Y3_013_018,,1,,bad splice
G15_Y5_004_086,1,,,
G15_Y2_015_021,1,,,
G15_Y4_237_363,,1,,
G15_Y6_074_040,,1,,bad splice
G15_Y4_237_062,,1,,
G09_Y4_225_163,1,,,
G15_Y4_235_357,,1,,
G12_Y6_051_008,,1,,bad splice
G15_Y4_206_117,1,,,
G12_Y3_020_040,1,,,
G15_Y3_024_072,,1,,bad splice
G02_Y3_013_319,,,1,
G15_Y6_099_357,1,,,
G15_Y2_006_011,,1,,bad splice
G15_Y2_001_369,,,1,
G15_Y5_062_376,,,1,
G02_Y5_055_117,,,1,
G15_Y4_206_118,1,,,
G15_Y4_209_009,,,1,
G15_Y6_088_020,,1,,bad splice
G15_Y4_237_399,,1,,
G12_Y2_041_390,,1,,bad splice
G15_Y3_031_134,1,,,
G15_Y6_087_224,,1,,
G02_Y5_086_037,,1,,bad splice
G15_Y4_215_026,,1,,bad splice
G12_Y1_FN1_258,1,,,
G15_Y4_205_024,1,,,
G09_Y4_201_388,1,,,
G12_Y1_AS1_007,,1,,
G15_Y3_007_202,,1,,
G15_Y6_101_366,,1,,
G15_Y6_087_025,,1,,bad splice
G02_Y4_035_068,,1,,bad splice
G15_Y6_102_378,,1,,
G15_Y1_DS1_112,1,,,
G15_Y3_026_055,,1,,
G09_Y1_GN2_020,,1,,bad splice
G15_Y6_108_045,,1,,bad splice
G02_Y5_088_372,,1,,bad splice
G02_Y5_101_081,,,1,
G15_Y2_009_338,,1,,
G15_Y5_005_127,,,1,
G12_Y1_HS2_032,,1,,bad splice
G09_Y2_027_169,1,,,
G15_Y4_211_347,,1,,bad splice
G02_Y3_006_097,,,1,
G15_Y1_DN2_120,1,,,
G09_Y1_GN2_280,1,,,
G15_Y6_098_398,,1,,bad splice
G02_Y5_074_069,,1,,bad splice
G12_Y1_DN1_388,,1,,DN1 field error
G02_Y5_085_030,,1,,bad splice
G02_Y4_028_120,1,,,
G15_Y1_GS1_234,,,1,
G15_Y2_009_103,1,,,
G02_Y5_096_048,,1,,bad splice
G02_Y4_037_156,,1,,bad splice
G02_Y6_005_015,,1,,bad splice
G12_Y4_206_366,,1,,
G09_Y5_011_090,,1,,bad splice
G15_Y2_009_062,,1,,
G15_Y4_212_039,,1,,
G15_Y4_237_293,1,,,
G15_Y3_004_270,,,1,
G15_Y4_202_005,,1,,bad splice
G15_Y6_098_388,,1,,
G15_Y3_049_037,,1,,bad splice
G09_Y2_014_194,,1,,
G15_Y3_008_369,,1,,bad splice
G15_Y1_AN1_268,,1,,bad splice
G15_Y5_020_283,1,,,
G02_Y5_080_027,,1,,bad splice
G15_Y3_015_044,,1,,bad splice
G15_Y4_204_033,,1,,
G15_Y1_BS1_341,1,,,
G12_Y5_001_204,1,,,
G15_Y4_226_267,,,1,
G15_Y4_231_024,,1,,bad splice
G09_Y1_BS2_212,1,,,
G15_Y4_233_115,1,,,
G02_Y4_030_157,,,1,
G02_Y3_001_025,,1,,
G09_Y1_GN2_330,,1,,
G15_Y6_093_011,,1,,bad splice
G02_Y5_061_193,,,1,
G15_Y5_003_315,,1,,bad splice
G15_Y3_029_336,,1,,
G15_Y5_020_079,,1,,bad splice
G02_Y5_071_225,,,1,
G02_Y5_050_330,1,,,
G02_Y4_021_325,,,1,
G15_Y2_014_043,,1,,bad splice
G09_Y1_GN2_351,,1,,bad splice
G15_Y4_233_379,1,,,
G15_Y6_097_385,,1,,
G12_Y3_016_018,,1,,bad splice
G12_Y2_009_356,1,,,
G02_Y3_005_014,,1,,
G02_Y4_002_116,1,,,
G15_Y3_007_272,,1,,bad splice
G15_Y2_005_092,,1,,bad splice
G15_Y1_AX1_099,1,,,
G15_Y3_047_016,,1,,bad splice
G02_Y4_031_039,,,1,
G02_Y4_044_075,,1,,bad splice
G02_Y3_006_029,,1,,bad splice
G15_Y4_203_029,,1,,bad splice
G12_Y1_ES2_148,,1,,
G15_Y3_029_042,,1,,bad splice
G15_Y3_013_387,1,,,
G15_Y6_090_028,,1,,bad splice
G02_Y5_061_175,1,,,
G15_Y4_214_192,,1,,
G15_Y4_238_291,1,,,
G15_Y3_023_016,,1,,bad splice
G02_Y5_101_384,,1,,bad splice
G15_Y3_008_016,,1,,bad splice
G02_Y6_007_007,,1,,
G15_Y3_010_277,1,,,
G15_Y5_020_023,,1,,bad splice
G12_Y2_030_013,,1,,bad splice
G15_Y4_202_162,1,,,
G15_Y4_233_019,1,,,
G15_Y6_088_045,,1,,bad splice
G15_Y4_236_314,1,,,
G15_Y2_018_390,,1,,bad splice
G15_Y2_011_058,,1,,bad splice
G15_Y2_013_394,,1,,bad splice
G15_Y6_085_055,,1,,bad splice
G02_Y4_038_036,1,,,
G02_Y6_008_346,,1,,
G15_Y3_011_347,,1,,bad splice
G02_Y3_012_373,,,1,
G15_Y6_081_011,,1,,bad splice
G15_Y6_104_044,,1,,
G15_Y2_022_117,1,,,
G02_Y5_051_283,,,1,
G12_Y1_IN1_276,1,,,
G15_Y6_070_153,,1,,
G02_Y5_116_003,,1,,bad splice
G12_Y5_002_166,,1,,bad splice
G15_Y6_098_312,,1,,
G15_Y4_236_313,1,,,
G15_Y2_020_080,1,,,
G15_Y4_234_396,1,,,
G15_Y3_039_162,,,1,
G02_Y4_035_011,,1,,bad splice
G02_Y4_043_393,1,,,
G15_Y6_098_373,,1,,
G15_Y3_012_029,,1,,bad splice
G09_Y4_228_028,1,,,
G02_Y5_077_397,,1,,bad splice
G09_Y1_IS1_080,1,,,
G02_Y6_006_381,,1,,bad splice
G12_Y5_015_163,1,,,
G15_Y2_009_040,,1,,bad splice
G12_Y5_020_262,,1,,bad splice
G15_Y6_093_327,1,,,
G15_Y4_215_143,1,,,
G15_Y1_AN1_277,,1,,bad splice
G15_Y3_047_020,,1,,bad splice
G02_Y5_094_126,,1,,
G15_Y5_007_085,,1,,bad splice
G02_Y4_043_099,,1,,
G15_Y3_015_011,,1,,bad splice
G12_Y6_056_002,,1,,bad splice
G12_Y4_209_371,,1,,
G02_Y4_032_007,,1,,bad splice
G15_Y4_205_372,1,,,
G09_Y1_GN2_252,,1,,
G02_Y5_115_041,,1,,bad splice
G15_Y2_011_108,1,,,
G09_Y5_010_248,1,,,
G15_Y2_016_004,,,1,
G15_Y1_BX2_313,,1,,bad splice
G15_Y3_029_285,,1,,bad splice
G15_Y4_211_031,,1,,bad splice
G15_Y3_010_390,,1,,bad splice
G02_Y5_101_037,,1,,bad splice
G15_Y6_077_038,,1,,bad splice
G15_Y6_082_026,,1,,bad splice
G02_Y3_009_012,,1,,bad splice
G12_Y4_211_153,,1,,
G02_Y5_106_314,,1,,
G15_Y4_237_016,,1,,
G02_Y5_116_326,,1,,bad splice
G15_Y2_014_205,,1,,
G15_Y3_001_345,1,,,
G15_Y3_006_379,1,,,
G02_Y4_040_366,,1,,bad splice
G15_Y1_IN1_092,,1,,bad splice
G02_Y4_044_082,1,,,
G15_Y3_043_339,,1,,bad splice
G02_Y6_007_006,,1,,bad splice
G15_Y4_205_007,1,,,
G15_Y3_015_165,,1,,bad splice
G09_Y5_050_062,1,,,
G15_Y6_100_372,,1,,
G15_Y5_033_101,1,,,
G15_Y3_043_002,,1,,bad splice
G09_Y4_244_036,1,,,
G02_Y4_029_128,,,1,
G15_Y6_093_284,1,,,
G09_Y2_006_359,1,,,
G09_Y4_210_393,1,,,
G15_Y6_089_251,1,,,
G02_Y3_002_004,,,1,
G02_Y3_013_359,1,,,
G15_Y4_244_103,,1,,bad splice
G09_Y1_CX2_007,,1,,bad splice
G09_Y1_GN2_273,1,,,
G12_Y1_FN1_278,1,,,
G15_Y3_020_318,,1,,bad splice
G02_Y5_078_298,,1,,bad splice
G15_Y1_CX2_156,1,,,
G12_Y5_031_348,1,,,
G15_Y3_015_161,1,,,
G15_Y5_007_007,,1,,bad splice
G02_Y5_096_029,,1,,bad splice
G02_Y5_096_020,,1,,bad splice
G02_Y5_116_377,,1,,bad splice
G02_Y4_043_024,1,,,
G15_Y5_035_065,,1,,
G09_Y1_ES1_106,1,,,
G15_Y4_237_298,1,,,
G15_Y6_075_038,,1,,bad splice
G02_Y6_008_033,,1,,bad splice
G15_Y1_CX1_019,,1,,bad splice
G15_Y2_012_016,,1,,bad splice
G02_Y4_001_196,1,,,
G15_Y6_075_324,,1,,bad splice
G15_Y3_011_338,,1,,bad splice
G02_Y4_037_278,1,,,
G02_Y6_006_382,,1,,bad splice
G09_Y4_219_315,,1,,
G12_Y1_GS2_116,1,,,
G12_Y1_ED1_345,1,,,
G15_Y2_015_063,,1,,bad splice
G09_Y1_test_274,1,,,
G02_Y5_060_012,,1,,bad splice
G02_Y5_082_312,1,,,
G02_Y5_059_052,,,1,
G15_Y6_070_081,,1,,bad splice
G15_Y2_009_361,,1,,bad splice
G02_Y3_012_284,,1,,bad splice
G15_Y4_233_009,,1,,bad splice
G09_Y1_GN2_329,1,,,
G15_Y3_014_112,1,,,
G15_Y2_007_110,1,,,
G15_Y6_092_030,,1,,bad splice
G02_Y5_055_361,,,1,
G15_Y5_006_031,,1,,bad splice
G02_Y5_056_325,,,1,
G15_Y3_024_132,1,,,
G02_Y5_071_361,,1,,bad splice
G02_Y5_116_006,,1,,bad splice
G09_Y1_IN1_385,1,,,
G15_Y6_073_243,,1,,bad splice
G12_Y5_011_025,,1,,bad splice
G09_Y2_026_204,1,,,
G15_Y3_038_341,1,,,
G02_Y5_061_137,,,1,
G15_Y6_087_279,1,,,
G02_Y5_080_047,,1,,bad splice
G15_Y6_092_054,,1,,bad splice
G02_Y5_053_034,,,1,
G02_Y5_071_269,,,1,
G15_Y6_099_358,1,,,
G12_Y1_CX2_376,,1,,bad splice
G15_Y3_048_237,,1,,
G15_Y6_071_058,,1,,
G12_Y1_FT_005,,1,,bad splice
G15_Y6_100_375,,1,,
G09_Y4_226_029,,1,,bad splice
G02_Y6_006_396,,1,,bad splice
G15_Y6_097_062,,1,,bad splice
G15_Y4_236_336,1,,,
G15_Y1_IN2_093,1,,,
G02_Y5_058_024,,1,,bad splice
G02_Y4_039_314,,1,,bad splice
G15_Y3_041_317,,,1,
G15_Y4_212_076,1,,,
G02_Y5_056_399,,,1,
G09_Y2_040_326,,1,,bad splice
G15_Y2_020_055,1,,,
G15_Y3_010_306,,1,,bad splice
G09_Y6_100_035,,1,,bad splice
G15_Y3_034_072,1,,,
G12_Y5_034_026,,1,,
G15_Y2_010_292,,1,,bad splice
G15_Y3_039_204,,1,,bad splice
G02_Y5_112_022,,1,,bad splice
G02_Y5_115_391,1,,,
G02_Y6_004_034,,1,,bad splice
G02_Y5_116_324,,1,,bad splice
G15_Y6_097_340,,1,,bad splice
G15_Y2_009_376,,1,,bad splice
G15_Y6_074_329,,1,,bad splice
G15_Y3_030_383,,1,,bad splice
G15_Y4_205_027,1,,,
G15_Y1_HN1_381,1,,,
G02_Y5_092_039,,1,,bad splice
G12_Y1_DS2_332,,,1,
G15_Y1_DS2_071,,1,,bad splice
G15_Y3_015_052,,1,,bad splice
G15_Y3_009_005,,1,,bad splice
G02_Y5_089_247,,1,,
G02_Y5_071_384,,1,,bad splice
G15_Y3_040_349,,1,,bad splice
G15_Y6_101_346,,1,,
G15_Y3_002_055,,1,,bad splice
G02_Y3_006_020,,1,,bad splice
G15_Y5_005_034,,1,,bad splice
G02_Y4_028_361,1,,,
